"drug_name","strength","unit","form","default_route","aliases","category","usual_frequencies","default_dose","max_dose","notes"
"ESOMEPRAZOLE","20 mg","mg","Capsules","Oral","Emozul 20mg gastro-resistant capsules; Esomeprazole 20mg gastro-resistant capsules","","","","",""
"ESOMEPRAZOLE","20 mg","mg","Tablets","Oral","Esomeprazole 20mg gastro-resistant tablets; Nexium 20mg gastro-resistant tablets","","","","",""
"ESOMEPRAZOLE","40 mg","mg","Capsules","Oral","Emozul 40mg gastro-resistant capsules; Esomeprazole 40mg gastro-resistant capsules","","","","",""
"ESOMEPRAZOLE","40 mg","mg","Powder","","Esomeprazole 40mg powder for solution for injection vials; Nexium I.V 40mg powder for solution for injection vials","","","","",""
"ESOMEPRAZOLE","40 mg","mg","Tablets","Oral","Esomeprazole 40mg gastro-resistant tablets; Nexium 40mg gastro-resistant tablets","","","","",""
"ESTRADIOL","","","","","Estradiol 10microgram pessaries; Estring 7.5micrograms/24hours vaginal delivery system","","","","",""
"ESTRADIOL","","","Gel","Topical","Sandrena 500microgram gel sachets; Oestrogel Pump-Pack 0.06% gel","","","","",""
"ESTRADIOL","","","Patch","Transdermal","Estraderm MX 25 patches; Estradot 25micrograms/24hours patches; Evorel 25 patches; Estradot 37.5micrograms/24hours patches; Estraderm MX 50 patches; Estradot 50micrograms/24hours patches; Evorel 50 patches; FemSeven 50 patches; Progynova TS 50micrograms/24hours transdermal patches; Estraderm MX 75 patches; Estradot 75micrograms/24hours patches; Evorel 75 patches; FemSeven 75 patches; Estraderm MX 100 patches; Estradot 100micrograms/24hours patches; Evorel 100 patches; FemSeven 100 patches; Progynova TS 100micrograms/24hours transdermal patches","","","","",""
"ESTRADIOL","","","Tablets","Oral","Vagifem 10microgram vaginal tablets; Vagirux 10microgram vaginal tablets","","","","",""
"ESTRADIOL","1 mg","mg","Gel","Topical","Sandrena 1mg gel sachets","","","","",""
"ESTRADIOL","1 mg","mg","Tablets","Oral","Elleste Solo 1mg tablets; Estradiol 1mg tablets; Estradiol valerate 1mg tablets; Progynova 1mg tablets; Zumenon 1mg tablets","","","","",""
"ESTRADIOL","1.53 mg","mg","Spray","","Lenzetto 1.53mg/dose transdermal spray","","","","",""
"ESTRADIOL","2 mg","mg","Tablets","Oral","Elleste Solo 2mg tablets; Estradiol 2mg tablets; Estradiol valerate 2mg tablets; Progynova 2mg tablets; Zumenon 2mg tablets","","","","",""
"ESTRADIOL","3 mg","mg","Tablets","Oral","Estradiol valerate 3mg tablets","","","","",""
"ESTRADIOL","4 mg","mg","Tablets","Oral","Estradiol 4mg tablets","","","","",""
"ESTRADIOL WITH DYDROGESTERONE","0.5 mg/2.5 mg","mg","Tablets","Oral","Femoston-conti 0.5mg/2.5mg tablets","","","","",""
"ESTRADIOL WITH DYDROGESTERONE","1 mg","mg","Tablets","Oral","Estradiol 1mg / Dydrogesterone 10mg tablets","","","","",""
"ESTRADIOL WITH DYDROGESTERONE","1 mg/5 mg","mg","Tablets","Oral","Femoston-conti 1mg/5mg tablets","","","","",""
"ESTRADIOL WITH DYDROGESTERONE","10 mg","mg","Tablets","Oral","Femoston 1/10mg tablets; Femoston 2/10mg tablets","","","","",""
"ESTRADIOL WITH DYDROGESTERONE","2 mg","mg","Tablets","Oral","Estradiol 2mg / Dydrogesterone 10mg tablets","","","","",""
"ESTRADIOL WITH LEVONORGESTREL","","","Patch","Transdermal","FemSeven Conti patches","","","","",""
"ESTRADIOL WITH MEDROXYPROGESTERONE","1 mg/2.5 mg","mg","Tablets","Oral","Indivina 1mg/2.5mg tablets","","","","",""
"ESTRADIOL WITH MEDROXYPROGESTERONE","1 mg/5 mg","mg","Tablets","Oral","Indivina 1mg/5mg tablets","","","","",""
"ESTRADIOL WITH MEDROXYPROGESTERONE","2 mg","mg","Tablets","Oral","Estradiol valerate 2mg / Medroxyprogesterone 20mg tablets","","","","",""
"ESTRADIOL WITH MEDROXYPROGESTERONE","2 mg/5 mg","mg","Tablets","Oral","Indivina 2mg/5mg tablets","","","","",""
"ESTRADIOL WITH NOMEGESTROL","2.5 mg/1.5 mg","mg","Tablets","Oral","Zoely 2.5mg/1.5mg tablets","","","","",""
"ESTRADIOL WITH NORETHISTERONE","","","Patch","Transdermal","Estradot Conti 30/95 transdermal patches; Estradot Conti 40/130 transdermal patches; Evorel Conti patches; Evorel Sequi patches","","","","",""
"ESTRADIOL WITH NORETHISTERONE","","","Tablets","Oral","Kliovance tablets; Elleste Duet Conti tablets; Kliofem tablets; Novofem tablets; Trisequens tablets","","","","",""
"ESTRADIOL WITH NORETHISTERONE","1 mg","mg","Tablets","Oral","Estradiol 1mg / Norethisterone acetate 1mg tablets; Elleste Duet 1mg tablets","","","","",""
"ESTRADIOL WITH NORETHISTERONE","2 mg","mg","Tablets","Oral","Estradiol 2mg / Norethisterone acetate 1mg tablets; Elleste Duet 2mg tablets","","","","",""
"ESTRADIOL WITH NORETHISTERONE","4 mg","mg","Tablets","Oral","Estradiol 4mg / Norethisterone 1mg tablets","","","","",""
"ESTRADIOL WITH PROGESTERONE","1 mg/100 mg","mg","Capsules","Oral","Bijuve 1mg/100mg capsules","","","","",""
"ESTRIOL","","","","","Estriol 500microgram pessaries","","","","",""
"ESTRIOL","","","Cream","Topical","Estriol 0.01% vaginal cream","","","","",""
"ESTRIOL","","","Gel","Topical","Blissel 50micrograms/g vaginal gel with applicator","","","","",""
"ESTRIOL","0.03 mg","mg","","","Imvaggis 0.03mg pessaries","","","","",""
"ESTRIOL","1 mg","mg","Cream","Topical","Estriol 1mg/g vaginal cream with applicator","","","","",""
"ESZOPICLONE","1 mg","mg","Tablets","Oral","Lunivia 1mg tablets","","","","",""
"ESZOPICLONE","2 mg","mg","Tablets","Oral","Lunivia 2mg tablets","","","","",""
"ESZOPICLONE","3 mg","mg","Tablets","Oral","Lunivia 3mg tablets","","","","",""
"ETANERCEPT","10 mg","mg","Powder","","Enbrel Paediatric 10mg powder and solvent for solution for injection vials","","","","",""
"ETANERCEPT","25 mg","mg","Powder","","Enbrel 25mg powder and solvent for solution for injection vials","","","","",""
"ETANERCEPT","25 mg/0.5 mL","mg","Solution","","Benepali 25mg/0.5ml solution for injection pre-filled syringes; Enbrel 25mg/0.5ml solution for injection pre-filled MyClic pens; Enbrel 25mg/0.5ml solution for injection pre-filled syringes; Erelzi 25mg/0.5ml solution for injection pre-filled syringes","","","","",""
"ETANERCEPT","50 mg/1 mL","mg","Solution","","Benepali 50mg/1ml solution for injection pre-filled pens; Benepali 50mg/1ml solution for injection pre-filled syringes; Enbrel 50mg/1ml solution for injection pre-filled MyClic pens; Enbrel 50mg/1ml solution for injection pre-filled syringes; Erelzi 50mg/1ml solution for injection pre-filled pens; Erelzi 50mg/1ml solution for injection pre-filled syringes","","","","",""
"ETELCALCETIDE","10 mg/2 mL","mg","Solution","","Parsabiv 10mg/2ml solution for injection vials","","","","",""
"ETELCALCETIDE","2.5 mg/0.5 mL","mg","Solution","","Parsabiv 2.5mg/0.5ml solution for injection vials","","","","",""
"ETELCALCETIDE","5 mg/1 mL","mg","Solution","","Parsabiv 5mg/1ml solution for injection vials","","","","",""
"ETHAMBUTOL HYDROCHLORIDE","100 mg","mg","Tablets","Oral","Ethambutol 100mg tablets","","","","",""
"ETHAMBUTOL HYDROCHLORIDE","400 mg","mg","Tablets","Oral","Ethambutol 400mg tablets","","","","",""
"ETHINYLESTRADIOL WITH DESOGESTREL","","","Tablets","Oral","Bimizza 150microgram/20microgram tablets; Gedarel 20microgram/150microgram tablets; Mercilon 150microgram/20microgram tablets; Cimizt 30microgram/150microgram tablets; Gedarel 30microgram/150microgram tablets; Marvelon tablets","","","","",""
"ETHINYLESTRADIOL WITH DROSPIRENONE","","","Tablets","Oral","Yasmin tablets","","","","",""
"ETHINYLESTRADIOL WITH DROSPIRENONE","0.02 mg/3 mg","mg","Tablets","Oral","Eloine 0.02mg/3mg tablets","","","","",""
"ETHINYLESTRADIOL WITH DROSPIRENONE","0.03 mg/3 mg","mg","Tablets","Oral","Dretine 0.03mg/3mg tablets; Lucette 0.03mg/3mg tablets; Yacella 0.03mg/3mg tablets","","","","",""
"ETHINYLESTRADIOL WITH ETONOGESTREL","0.12 mg/0.015 mg","mg","","","NuvaRing 0.12mg/0.015mg per day vaginal delivery system","","","","",""
"ETHINYLESTRADIOL WITH GESTODENE","","","Tablets","Oral","Ethinylestradiol 30microgram / Gestodene 50microgram tablets; Akizza 75microgram/20microgram tablets; Femodette tablets; Millinette 20microgram/75microgram tablets; Akizza 75microgram/30microgram tablets; Femodene tablets; Millinette 30microgram/75microgram tablets; Ethinylestradiol 40microgram / Gestodene 70microgram tablets; Ethinylestradiol 30microgram / Gestodene 100microgram tablets","","","","",""
"ETHINYLESTRADIOL WITH LEVONORGESTREL","","","Tablets","Oral","Ethinylestradiol 30microgram / Levonorgestrel 50microgram tablets; Ethinylestradiol 40microgram / Levonorgestrel 75microgram tablets; Ethinylestradiol 30microgram / Levonorgestrel 125microgram tablets; Ambelina 150microgram/30microgram tablets; Elevin 150microgram/30microgram tablets; Levest 150/30 tablets; Maexeni 150microgram/30microgram tablets; Microgynon 30 tablets; Ovranette 150microgram/30microgram tablets; Rigevidon tablets","","","","",""
"ETHINYLESTRADIOL WITH NORELGESTROMIN","","","Patch","Transdermal","Evra transdermal patches","","","","",""
"ETHINYLESTRADIOL WITH NORETHISTERONE","","","Tablets","Oral","Brevinor 500microgram/35microgram tablets; Ethinylestradiol 35microgram / Norethisterone 500microgram tablets; Ethinylestradiol 35microgram / Norethisterone 750microgram tablets","","","","",""
"ETHINYLESTRADIOL WITH NORETHISTERONE","1 mg","mg","Tablets","Oral","Ethinylestradiol 35microgram / Norethisterone 1mg tablets; Norimin 1mg/35microgram tablets","","","","",""
"ETHINYLESTRADIOL WITH NORGESTIMATE","","","Tablets","Oral","Cilique 250microgram/35microgram tablets; Lizinna 250microgram/35microgram tablets","","","","",""
"ETHOSUXIMIDE","250 mg","mg","Capsules","Oral","Emeside 250mg capsules; Epesri 250mg capsules; Ethosuximide 250mg capsules","","","","",""
"ETHOSUXIMIDE","250 mg/5 mL","mg","Oral Solution","Oral","Ethosuximide 250mg/5ml oral solution sugar free","","","","",""
"ETHOSUXIMIDE","250 mg/5 mL","mg","Syrup","Oral","Emeside 250mg/5ml syrup; Ethosuximide 250mg/5ml syrup","","","","",""
"ETHOSUXIMIDE","500 mg/5 mL","mg","Oral Solution","Oral","Ethosuximide 500mg/5ml oral solution sugar free","","","","",""
"ETODOLAC","600 mg","mg","Modified Release Tablets","Oral","Etopan XL 600mg tablets; Lodine SR 600mg tablets","","","","",""
"ETOMIDATE","20 mg/10 mL","mg","Injection","Parenteral","Etomidate 20mg/10ml emulsion for injection ampoules","","","","",""
"ETOMIDATE","20 mg/10 mL","mg","Solution","","Hypnomidate 20mg/10ml solution for injection ampoules","","","","",""
"ETONOGESTREL","68 mg","mg","","","Nexplanon 68mg implant","","","","",""
"ETOPOSIDE SPECIALIST DRUG","100 mg","mg","Capsules","Oral","Etoposide 100mg capsules","","","","",""
"ETOPOSIDE SPECIALIST DRUG","100 mg","mg","Powder","","Etopophos 100mg powder for solution for injection vials; Etoposide 100mg powder for solution for injection vials","","","","",""
"ETOPOSIDE SPECIALIST DRUG","100 mg/5 mL","mg","Solution","","Etoposide 100mg/5ml concentrate for solution for infusion vials","","","","",""
"ETOPOSIDE SPECIALIST DRUG","50 mg","mg","Capsules","Oral","Etoposide 50mg capsules","","","","",""
"ETOPOSIDE SPECIALIST DRUG","500 mg/25 mL","mg","Solution","","Etoposide 500mg/25ml concentrate for solution for infusion vials","","","","",""
"ETORICOXIB","120 mg","mg","Tablets","Oral","Arcoxia 120mg tablets; Etoricoxib 120mg tablets","","","","",""
"ETORICOXIB","30 mg","mg","Tablets","Oral","Arcoxia 30mg tablets; Etoricoxib 30mg tablets","","","","",""
"ETORICOXIB","60 mg","mg","Tablets","Oral","Arcoxia 60mg tablets; Etoricoxib 60mg tablets","","","","",""
"ETORICOXIB","90 mg","mg","Tablets","Oral","Arcoxia 90mg tablets; Etoricoxib 90mg tablets","","","","",""
"ETRASIMOD","2 mg","mg","Tablets","Oral","Velsipity 2mg tablets","","","","",""
"ETRAVIRINE","100 mg","mg","Tablets","Oral","Intelence 100mg tablets","","","","",""
"ETRAVIRINE","200 mg","mg","Tablets","Oral","Intelence 200mg tablets","","","","",""
"EVEROLIMUS","0.25 mg","mg","Tablets","Oral","Certican 0.25mg tablets","","","","",""
"EVEROLIMUS","0.75 mg","mg","Tablets","Oral","Certican 0.75mg tablets","","","","",""
"EVEROLIMUS","10 mg","mg","Tablets","Oral","Afinitor 10mg tablets; Everolimus 10mg tablets; Votubia 10mg tablets","","","","",""
"EVEROLIMUS","2 mg","mg","Tablets","Oral","Votubia 2mg dispersible tablets","","","","",""
"EVEROLIMUS","2.5 mg","mg","Tablets","Oral","Afinitor 2.5mg tablets; Everolimus 2.5mg tablets; Votubia 2.5mg tablets","","","","",""
"EVEROLIMUS","3 mg","mg","Tablets","Oral","Votubia 3mg dispersible tablets","","","","",""
"EVEROLIMUS","5 mg","mg","Tablets","Oral","Afinitor 5mg tablets; Everolimus 5mg tablets; Votubia 5mg tablets; Votubia 5mg dispersible tablets","","","","",""
"EVINACUMAB","345 mg/2.3 mL","mg","Solution","","Evkeeza 345mg/2.3ml concentrate for solution for infusion vials","","","","",""
"EVOLOCUMAB","140 mg/1 mL","mg","Solution","","Repatha SureClick 140mg/1ml solution for injection pre-filled pens","","","","",""
"EXEMESTANE","25 mg","mg","Tablets","Oral","Aromasin 25mg tablets; Exemestane 25mg tablets","","","","",""
"EZETIMIBE","10 mg","mg","Tablets","Oral","Ezetimibe 10mg tablets; Ezetrol 10mg tablets","","Each morning","10","",""
"FACTOR IX SPECIALIST DRUG","","","Powder","","Alprolix 250unit powder and solvent for solution for injection vials; Idelvion 250unit powder and solvent for solution for injection vials; Alprolix 500unit powder and solvent for solution for injection vials; Idelvion 500unit powder and solvent for solution for injection vials; Refixia 500unit powder and solvent for solution for injection vials; Replenine-VF 500unit powder and solvent for solution for injection vials; Alprolix 1,000unit powder and solvent for solution for injection vials; Idelvion 1,000unit powder and solvent for solution for injection vials; Refixia 1,000unit powder and solvent for solution for injection vials; Replenine-VF 1,000unit powder and solvent for solution for injection vials; Rixubis 1,000unit powder and solvent for solution for injection vials; Alprolix 2,000unit powder and solvent for solution for injection vials; Idelvion 2,000unit powder and solvent for solution for injection vials; Refixia 2,000unit powder and solvent for solution for injection vials; Rixubis 2,000unit powder and solvent for solution for injection vials; Alprolix 3,000unit powder and solvent for solution for injection vials; Refixia 3,000unit powder and solvent for solution for injection vials; BeneFIX 250unit powder and solvent for solution for infusion vials; BeneFIX 500unit powder and solvent for solution for infusion vials; BeneFIX 1,000unit powder and solvent for solution for infusion vials; BeneFIX 2,000unit powder and solvent for solution for infusion vials; BeneFIX 3,000unit powder and solvent for solution for infusion vials","","","","",""
"FACTOR VIIA","1 mg","mg","Powder","","Cevenfacta 1mg (45,000units) powder and solvent for solution for injection vials; NovoSeven 1mg (50,000units) powder and solvent for solution for injection pre-filled syringes","","","","",""
"FACTOR VIIA","2 mg","mg","Powder","","Cevenfacta 2mg (90,000units) powder and solvent for solution for injection vials; NovoSeven 2mg (100,000units) powder and solvent for solution for injection pre-filled syringes","","","","",""
"FACTOR VIIA","5 mg","mg","Powder","","Cevenfacta 5mg (225,000units) powder and solvent for solution for injection vials; NovoSeven 5mg (250,000units) powder and solvent for solution for injection pre-filled syringes","","","","",""
"FACTOR VIII INHIBITOR BYPASSING FRACTION SPECIALIST DRUG","100 units","units","Powder","","FEIBA 100units/ml (500unit) powder and 5ml solvent for solution for infusion vials; FEIBA 100units/ml (1,000unit) powder and 10ml solvent for solution for infusion vials","","","","",""
"FACTOR VIII INHIBITOR BYPASSING FRACTION SPECIALIST DRUG","50 units","units","Powder","","FEIBA 50units/ml (500unit) powder and 10ml solvent for solution for infusion vials; FEIBA 50units/ml (1,000unit) powder and 20ml solvent for solution for infusion vials","","","","",""
"FACTOR VIII SPECIALIST DRUG","","","Powder","","Altuvoct 250unit powder and solvent for solution for injection vials; Elocta 250unit powder and solvent for solution for injection vials; Nuwiq 250unit powder and solvent for solution for injection vials; ReFacto AF 250unit powder and solvent for solution for injection pre-filled syringes; ReFacto AF 250unit powder and solvent for solution for injection vials; Altuvoct 500unit powder and solvent for solution for injection vials; Elocta 500unit powder and solvent for solution for injection vials; Esperoct 500unit powder and solvent for solution for injection vials; Nuwiq 500unit powder and solvent for solution for injection vials; Obizur 500unit powder and solvent for solution for injection vials; ReFacto AF 500unit powder and solvent for solution for injection pre-filled syringes; ReFacto AF 500unit powder and solvent for solution for injection vials; Dried Factor VIII Fraction type 8Y 250unit powder and solvent for solution for injection vials; Elocta 750unit powder and solvent for solution for injection vials; Advate 1,000unit powder and solvent for solution for injection vials; Altuvoct 1,000unit powder and solvent for solution for injection vials; Elocta 1,000unit powder and solvent for solution for injection vials; Esperoct 1,000unit powder and solvent for solution for injection vials; Haemoctin 1,000unit powder and solvent for solution for injection vials; Nuwiq 1,000unit powder and solvent for solution for injection vials; ReFacto AF 1,000unit powder and solvent for solution for injection pre-filled syringes; ReFacto AF 1,000unit powder and solvent for solution for injection vials; Dried Factor VIII Fraction type 8Y 500unit powder and solvent for solution for injection vials; Elocta 1,500unit powder and solvent for solution for injection vials; Esperoct 1,500unit powder and solvent for solution for injection vials; Nuwiq 1,500unit powder and solvent for solution for injection vials; Octanate LV 1,000unit powder and solvent for solution for injection vials; Voncento 500unit/1,200unit powder and solvent for solution for injection vials; Advate 2,000unit powder and solvent for solution for injection vials; Altuvoct 2,000unit powder and solvent for solution for injection vials; Elocta 2,000unit powder and solvent for solution for injection vials; Esperoct 2,000unit powder and solvent for solution for injection vials; Nuwiq 2,000unit powder and solvent for solution for injection vials; ReFacto AF 2,000unit powder and solvent for solution for injection pre-filled syringes; ReFacto AF 2,000unit powder and solvent for solution for injection vials; Altuvoct 3,000unit powder and solvent for solution for injection vials; Elocta 3,000unit powder and solvent for solution for injection vials; Esperoct 3,000unit powder and solvent for solution for injection vials; ReFacto AF 3,000unit powder and solvent for solution for injection pre-filled syringes; Voncento 1,000unit/2,400unit powder and solvent for solution for injection vials; Altuvoct 4,000unit powder and solvent for solution for injection vials; Wilate 500 powder and solvent for solution for infusion vials; Advate 1,500unit powder and solvent for solution for infusion vials; Wilate 1000 powder and solvent for solution for infusion vials; Advate 3,000unit powder and solvent for solution for infusion vials","","","","",""
